make,model,year,mileage_km,condition,transmission,fuel_type,price_rm
Nissan,Sylphy,2015,173662,Good,Automatic,Petrol,17097
Nissan,Teana,2014,203326,Poor,Automatic,Petrol,7721
Nissan,Teana,2021,69607,Good,CVT,Petrol,38697
Nissan,Almera,2015,146484,Good,Manual,Petrol,12045
Nissan,Sylphy,2012,248454,Fair,Automatic,Petrol,9710
Nissan,Almera,2016,166072,Good,Automatic,Petrol,15512
Nissan,Sylphy,2022,61872,Good,Automatic,Petrol,25663
Nissan,Teana,2010,245721,Poor,Manual,Petrol,9701
Nissan,X-Trail,2025,9860,New,Automatic,Petrol,52908
Nissan,Sylphy,2025,2000,Like New,CVT,Petrol,38365
Nissan,Serena,2021,74494,Excellent,Automatic,Petrol,86954
Nissan,X-Trail,2019,76201,Good,Automatic,Petrol,72618
Nissan,Sylphy,2024,2950,Excellent,Manual,Petrol,25913
Nissan,Serena,2019,75725,Good,Automatic,Petrol,54754
Nissan,Sylphy,2019,108701,Good,Automatic,Petrol,14893
Nissan,Teana,2022,58488,Like New,Automatic,Petrol,67286
Nissan,Almera,2021,89486,Good,CVT,Petrol,41488
Nissan,Sylphy,2011,217347,Good,Manual,Petrol,11531
Nissan,Almera,2024,17238,Excellent,Automatic,Petrol,23128
Nissan,Serena,2019,76766,Excellent,CVT,Petrol,47039
Nissan,X-Trail,2025,2000,New,Automatic,Petrol,105451
Nissan,Serena,2014,167917,Fair,CVT,Petrol,47472
Nissan,X-Trail,2013,197691,Fair,CVT,Petrol,14997
Nissan,Serena,2010,229869,Fair,Automatic,Petrol,21588
Nissan,X-Trail,2019,82137,Excellent,Automatic,Hybrid,46261
Nissan,X-Trail,2017,124506,Fair,CVT,Petrol,53216
Nissan,Almera,2023,44247,Excellent,CVT,Petrol,55309
Nissan,Almera,2017,129603,Fair,Automatic,Petrol,20093
Nissan,Sylphy,2018,124423,Poor,CVT,Petrol,6203
Nissan,Teana,2017,130405,Good,Automatic,Petrol,12809
Nissan,Teana,2013,201415,Poor,CVT,Petrol,11078
Nissan,Almera,2019,99016,Excellent,Automatic,Petrol,18764
Nissan,Sylphy,2019,90443,Fair,Automatic,Petrol,11829
Nissan,Serena,2014,191417,Fair,Automatic,Petrol,13958
Nissan,X-Trail,2018,105920,Fair,CVT,Petrol,29691
Nissan,Teana,2015,176362,Fair,Automatic,Petrol,23230
Nissan,Serena,2024,2590,Good,Automatic,Petrol,92785
Nissan,X-Trail,2019,89290,Fair,Automatic,Petrol,58070
Nissan,Sylphy,2017,144832,Good,Automatic,Petrol,14367
Nissan,Teana,2024,15437,Like New,Automatic,Petrol,26352
Nissan,Serena,2014,169149,Fair,CVT,Petrol,24923
Nissan,Sylphy,2023,25560,Good,CVT,Petrol,27481
Nissan,Teana,2010,237975,Fair,Automatic,Petrol,7503
Nissan,Sylphy,2020,98962,Like New,CVT,Petrol,10900
Nissan,X-Trail,2012,231648,Fair,Automatic,Petrol,31563
Nissan,X-Trail,2023,31198,Like New,Automatic,Petrol,43795
Nissan,X-Trail,2015,156973,Fair,Manual,Petrol,36827
Nissan,Sylphy,2014,181347,Good,CVT,Petrol,18017
Nissan,Almera,2015,162371,Good,Automatic,Petrol,13961
Nissan,Sylphy,2024,2000,Like New,Automatic,Petrol,36494
Nissan,Almera,2025,7098,Good,Automatic,Petrol,40345
Nissan,Serena,2021,63439,Good,Automatic,Petrol,74475
Nissan,Sylphy,2025,2000,Excellent,Automatic,Petrol,35695
Nissan,Teana,2014,170819,Good,Automatic,Petrol,15571
Nissan,Serena,2013,181939,Fair,Automatic,Petrol,21124
Nissan,X-Trail,2024,18266,Excellent,CVT,Petrol,57762
Nissan,Serena,2020,57981,Excellent,CVT,Petrol,47626
Nissan,Almera,2011,193394,Poor,Automatic,Petrol,9934
Nissan,X-Trail,2011,207262,Fair,Manual,Petrol,32069
Nissan,Almera,2019,91413,Poor,Automatic,Petrol,10544
Nissan,X-Trail,2015,170461,Fair,Automatic,Petrol,38029
Nissan,Teana,2013,194512,Fair,Manual,Petrol,6807
Nissan,Sylphy,2025,11990,New,Automatic,Petrol,27604
Nissan,Serena,2023,44997,Good,Automatic,Petrol,58130
Nissan,X-Trail,2021,65179,Fair,Automatic,Petrol,17876
